61 ANSWERED 0 2011 32 IIX-Y XCOM
71 ANSWERED 0 3125 0 IIX-Y XCOM
141 ANSWERED 0 2122 0 IIX-Y XCOM
155 ANSWERED 0 2556 0 IIX-Y XCOM
205 ANSWERED 0 2150 0 IIX-Y XCOM
231 ANSWERED 0 2714 0 IIX-Y XCOM
239 ANSWERED 0 3063 0 IIX-Y XCOM
251 ANSWERED 0 3445 0 IIX-Y XCOM
282 ANSWERED 0 2233 0 IIX-Y XCOM
286 ANSWERED 0 2651 0 IIX-Y XCOM
290 ANSWERED 0 2575 0 IIX-Y XCOM
313 ANSWERED 0 3216 0 IIX-Y XCOM
326 ANSWERED 0 2735 0 IIX-Y XCOM
340 ANSWERED 0 2111 0 IIX-Y XCOM
371 ANSWERED 0 2151 0 IIX-Y XCOM
372 ANSWERED 0 2151 0 IIX-Y XCOM
395 ANSWERED 0 2134 0 IIX-Y XCOM
398 ANSWERED 0 2111 0 IIX-Y XCOM
400 ANSWERED 0 2340 0 IIX-Y XCOM
402 DOWN 0 2341 0 IIX-Y XCOM
404 DOWN 0 2341 0 IIX-Y XCOM
405 DOWN 0 2341 0 IIX-Y XCOM
406 DOWN 0 2341 0 IIX-Y XCOM
407 DOWN 0 2341 0 IIX-Y XCOM
408 DOWN 0 3465 0 IIX-Y XCOM
409 DOWN 0 2341 0 IIX-Y XCOM
412 ANSWERED 0 2642 0 IIX-Y XCOM
415 ANSWERED 0 2136 0 IIX-Y XCOM SLOT# 2
423 ANSWERED 0 2264 0 IIX-Y XCOM
428 ANSWERED 0 2011 0 IIX-Y XCOM
493 ANSWERED 0 2122 0 IIX-Y XCOM
576 ANSWERED 0 2424 0 IIX-Y XCOM
600 ANSWERED 0 2150 0 IIX-Y XCOM
601 ANSWERED 0 2150 0 IIX-Y XCOM
602 ANSWERED 0 2151 0 IIX-Y XCOM
603 DOWN 0 2151 0 IIX-Y XCOM
630 ANSWERED 0 2141 0 IIX-Y XCOM
649 SHUT 0 2547 0 IIX-Y XCOM
652 ANSWERED 0 2340 0 IIX-Y XCOM
663 ANSWERED 0 5462 0 IIX-Y XCOM
668 ANSWERED 0 2135 0 IIX-Y XCOM
669 ANSWERED 0 2137 0 IIX-Y XCOM
721 SHUT 0 2504 0 IIX-Y XCOM
754 SHUT 0 4165 0 IIX-Y XCOM
755 ANSWERED 0 2267 0 IIX-Y XCOM
798 ANSWERED 0 4543 0 IIX-Y XCOM
803 ANSWERED 0 2264 1 IIX-Y XCOM
850 ANSWERED 0 3700 0 IIX-Y XCOM
858 ANSWERED 0 2145 0 IIX-Y XCOM
875 SHUT 0 2722 0 IIX-Y XCOM
940 ANSWERED 0 2154 2 IIX-Y XCOM
941 ANSWERED 0 2154 0 IIX-Y XCOM
1007 SHUT 0 2120 0 IIX-Y XCOM
1014 ANSWERED 0 2641 0 IIX-Y XCOM
1024 ANSWERED 0 2644 0 IIX-Y XCOM
1030 ANSWERED 0 2377 0 IIX-Y XCOM
1041 ANSWERED 0 2556 0 IIX-Y XCOM
1042 ANSWERED 0 2260 0 IIX-Y XCOM
1055 ANSWERED 0 2112 0 IIX-Y XCOM
1063 ANSWERED 0 3027 0 IIX-Y XCOM
1116 SHUT 0 2174 0 IIX-Y XCOM
1126 ANSWERED 0 2340 0 IIX-Y XCOM
1133 ANSWERED 0 4133 72 IIX-Y XCOM
1134 ANSWERED 0 5300 64 IIX-Y XCOM
1139 SHUT 0 2504 0 IIX-Y XCOM
1148 DOWN 0 2141 0 IIX-Y XCOM
1168 ANSWERED 0 3616 0 IIX-Y XCOM
1180 DOWN 0 2713 0 IIX-Y XCOM
1198 SHUT 0 5325 0 IIX-Y XCOM
1212 ANSWERED 0 2122 0 IIX-Y XCOM
1222 ANSWERED 0 2727 0 IIX-Y XCOM
1240 ANSWERED 0 2135 0 IIX-Y XCOM
1241 ANSWERED 0 2112 0 IIX-Y XCOM
1255 ANSWERED 0 2136 0 IIX-Y XCOM SLOT# 1
1286 ANSWERED 0 2643 0 IIX-Y XCOM
1288 ANSWERED 0 2335 0 IIX-Y XCOM
1289 ANSWERED 0 3311 0 IIX-Y XCOM
1290 ANSWERED 0 3311 0 IIX-Y XCOM
1302 DOWN 0 2340 0 IIX-Y XCOM
1308 DOWN 0 2340 0 IIX-Y XCOM
1315 DOWN 0 2340 0 IIX-Y XCOM
1317 DOWN 0 2340 0 IIX-Y XCOM
1318 ANSWERED 0 2111 0 IIX-Y XCOM
