C6-78-025   CAMorex/N-2-74                                              mbyne/Briggs//Manker                                                               004
C6-78-029   CACGS8/N-2-74                                                                          013
C6-78-030   CAComp 232/N-2-74                                   3   CAComp 488/N-2-74                                                                      020
C6-78-034   CAComp 689/N-2-74                                                                      015
C6-78-035   CAN-2-74/Kombar                             C6-78-038   CAN-87-74/N-2-74                                                                       016
C6-78-039   CAN-87-74/Briggs                                                                       012
C6-78-040   CABumper//Karl/Briggs                  018
C6-78-043   CA6B75-1374B//Karl/Kombyne                                                             012
C6-78-044   CAKombyne/Briggs//Briggs/Karl                                                          009
C6-78-045   CAKombyne/Briggs//Karl/Komby           012
C6-78-048   CAMona//Kombyne/Briggs                                                                 015
C6-78-049   CAGus/?                                                                                015
C6-78-101   MWMorex/Bonanza                        007
C6-78-104   MWND1244/Morex                                                                         022
C6-78-105   MWND1311/Morex                                                                         019
C6-78-106   MWMorex/ND24                           006
C6-78-109   MW74-10/ND1311//Morex                                                                  007
C6-78-110   MWBonanza/ND1311/Morex                                                                 006
C6-78-111   MWBo                                   012
C6-78-114   MWBumper/M-31                                                                          017
C6-78-115   MWM-31/6B75-1374B                                                                      017
C6-78-11                                           016
C6-78-119   MWM-31/74-10                                                                           018
C6-78-120   MWM-31//74-10/ND2470                                                                   010
                                                   011
C6-78-124   MWND1244/Manker                                                                        016
C6-78-125   MWND1311/Manker                                                                                                                                014
C6-78-129   MWManker//74-10/ND1311                                                                 019
C6-78-130   MWBonanza/ND1311//Manker                                                                                                                       005
C6-78-134   MWND1311/74-10                                                                         017
C6-78-135   MW6B75-1374B//Morex/74-10                                           //Morex/Glenn                                                              017
C6-78-139   MW6B75-1341A/Morex//Morex/74-10                                                        014
C6-78-140   MW74-10/ND1156//Morex/74-10                                 rex/Glenn//Karl                                                                    004
C6-78-144   MWMorex/ND1311//Karl                                                                   012
C6-78-145   MWND1156/Karl                                       8   MWMorex/Bonanza//Melvin                                                                006
C6-78-149   MWMorex/Karl                                                                           011
C6-78-150   MWMorex//Bonanza/ND1311                     C6-78-153   MWND1244//Morex/ND1311                                                                 017
C6-78-154   MWND1244//Morex/ND1156                                                                 010
C6-78-155   MWND1311/Morex                         018
C6-78-158   MWND1311//Morex/ND1156                                                                 016
C6-78-159   MWND1311//ND1311/ND1156                                                                019
C6-78-160   MWND1311//ND1156/ND2470                026
C6-78-163   MWM-31/6B77-532C                                                                       025
C6-78-164   MWMorex/6B77-532B                                                                      020
C6-78-165   MWMorex/6B77-532C                      017
C6-79-002   CAComp 232/N-2-74//6B78-10                                                             007
C6-79-003   CAComp 689/Kombyne//6B76-82/Kombyne                                                    017
C6-79-004   CA6B78-57/Ka                           006
C6-79-007   CAN-87-74/N-2-74//6B78-9                                                               005
C6-79-008   CAComp 527/Gus                                                                         008
C6-79-009   CAKo                                   012
C6-79-012   CAComp 185/6B78-13                                                                     007
C6-79-013   CAComp 521/6B78-13                                                                     009
C6-79-01                                           012
C6-79-017   CAComp 527/6B78-17                                                                     008
C6-79-018   CAComp 1005/6B78-17                                                                    010
                                                   007
C6-79-022   CAMorex/Kombar                                                                         019
C6-79-023   CAMorex/Comp 527                                                                                                                               046
C6-79-027   CAMorex/Kombyne                                                                        019
C6-79-028   CAMorex/Gus                                                                                                                                    001
C6-79-032   CABriggs/Kombyne                                                                       023
C6-79-033   CAKombyne/6B78-17                                                   67                                                                         018
C6-79-037   CAKombyne/Comp 527                                                                     004
C6-79-038   CAKombyne/Karl                                              s/6B78-13                                                                          002
C6-79-042   CAGus/Karl                                                                             014
C6-79-043   CA6B78-17/Comp 1005                                 6   CA6B78-17/Comp 185                                                                     016
C6-79-047   CA6B78-17/CM67                                                                         043
C6-79-048   CA6B78-17/CM72                              C6-79-051   CACM67/Comp 223                                                                        012
C6-79-052   CACM67/Comp 1005                                                                       026
C6-79-053   CACM67/3/6B78-9//N-87-74/N-2-74        005
C6-79-056   CAComp 185/Comp 527                                                                    015
C6-79-057   CAComp 223/Comp 1005                                                                   027
C6-79-058   CAComp 223/Comp 527                    023
C6-79-061   CAGus/6B79-161                                                                         000
C6-79-062   CAGus/Kombyne                                                                          000
C6-79-063   CAGus/Prato                            000
C6-79-066   CA6B79-161/6B79-166                                                                    000
C6-79-101   MWLarker/Klondike                                                                      007
C6-79-102   MWBeacon/Klo                           016
C6-79-105   MWPark/74-10                                                                           019
C6-79-106   MWPark/Bumper                                                                          013
C6-79-107   MWPa                                   016
C6-79-110   MWND1244/6B77-532C                                                                     015
C6-79-111   MWND1244/74-10                                                                         015
C6-79-11                                           017
C6-79-115   MWMorex/6B76-824B                                                                      024
C6-79-116   MWMorex/6B76-827B                                                                      017
                                                   028
C6-79-120   MWMorex/Larker                                                                         003
C6-79-121   MWMorex/Beacon                                                                                                                                 017
C6-79-125   MWMorex/Valley                                                                         006
C6-79-126   MWMorex/Cree                                                                                                                                   024
C6-79-130   MWMorex/Bumper                                                                         038
C6-79-131   MWMorex/6B75-1374B                                                  ker                                                                        014
C6-79-135   MWGlenn/Klondike                                                                       017
C6-79-136   MWGlenn/M-33                                                enn/Valley                                                                         001
C6-79-140   MWGlenn/ND1311                                                                         010
C6-79-141   MWGlenn/6B75-1329B                                  4   MWPark/M-31                                                                            018
C6-79-145   MWPark/74-10                                                                           003
C6-79-146   MWPark/Larker                               C6-79-149   MWPark/Bumper                                                                          003
C6-79-150   MWKlondike/Bumper                                                                      002
C6-79-151   MWKlondike/ND1244                      004
C6-79-154   MWLarker/M-33                                                                          010
C6-79-155   MWLarker/Bumper                                                                        013
C6-79-156   MWSteptoe/Bonanza                      023
C6-79-159   MWCree/Bonanza                                                                         019
C6-79-160   MWCree/Bumper                                                                          013
C6-79-161   MWBonanza/M-33                         008
C6-79-164   MWBonanza/Valley                                                                       002
C6-79-165   MWKarl/ND1244                                                                          004
C6-79-166   MWKarl/ND131                           005
C6-79-169   MWDickson/Bumper                                                                       022
C6-79-170   MWNordic/6B75-1374B                                                                    007
C6-79-171   MWNo                                   006
C6-79-174   MWM-31/Bumper                                                                          007
C6-79-175   MWM-31/6R Hi Ext                                                                       013
C6-79-17                                           013
C6-79-179   MW74-10/Bumper                                                                         014
C6-79-180   MWBumper/6B75-1347B                                                                    020
                                                   009
C6-79-184   MWBumper/ND1265                                                                        004
C6-79-185   MWBumper/6R Hi Ext                                                                                                                             013
C6-79-189   MW6B75-1329B/ND1311                                                                    008
C6-79-190   MWBumper/ND1244                                                                                                                                014
C6-79-604   IMSteptoe/M-33                                                                         001
C6-79-605   IM6B78-23/Karl                                                      ker                                                                        011
C6-79-609   IMMorex/6B78-13                                                                        002
C6-79-610   IMMorex/6B78-13                                             eptoe/6B78-17                                                                      010
C6-79-614   IMSteptoe/6B78-13                                                                      013
C6-79-615   IMSteptoe/6B78-23                                   8   IMKarl/6B78-23                                                                         010
C6-79-619   IMKarl/6B76-181A                                                                       007
C6-79-620   IMKarl/6B78-57                              C6-79-623   IMKarl/6B78-13                                                                         014
C6-79-624   IM6B78-9/6B76-181A                                                                     008
C6-79-625   IM6B78-9/6B76-78D                      008
C6-79-628   IM6B78-13/6B78-23                                                                      012
C6-79-629   IM6B78-17/6B76-181A                                                                    008
C6-79-630   IM6B76-78D/6B78-9 OR 10?               018
C6-79-701   CNND1244/Melvin                                                                        006
C6-79-702   CNND1156/Melvin                                                                        005
C6-79-703   CNMorex/BT436                          015
C6-79-706   CNMorex/Johnston                                                                       002
C6-79-707   CNMelvin/6B76-1374B                                                                    009
C6-79-708   CNKlondike/B                           007
C6-79-711   CNBonanza/BT336                                                                        008
C6-79-712   CN6B75-1329B/BT429                                                                     013
C6-79-713   CNBu                                   018
C6-80-001   CAGus/Kombyne                                                                          013
C6-80-002   CAKombyne//Morex/CM67                                                                  006
C6-80-00                                           007
C6-80-006   CAKombyne//6B78-17/Comp 185                                                            025
C6-80-007   CAKombyne//6B78-17/CM67                                                                021
                                                   036
C6-80-012   CABriggs/Comp 527                                                                      018
C6-80-013   CABriggs/Comp 1005                                                                                                                             003
C6-80-017   CAGus/Kombar                                                                           015
C6-80-018   CAGus//Morex/Kombyne                                                                                                                           019
C6-80-022   CAKombar/Karl                                                                          021
C6-80-023   CAComp 527/CM67                                                     T658                                                                       004
C6-80-027   CAComp 223//Briggs/Kombyne                                                             009
C6-80-028   CAMorex*2/Kombyne                                           79-161/6B79-114                                                                    024
C6-80-035   CASunbrand 400/6B79-3                                                                  003
C6-80-036   CASunbrand 400/6B79-166                             9   CASunbrand 409/Code X                                                                  003
C6-80-040   CACode X/Sunbrand 409                                                                  014
C6-80-041   CASunbrand 409/Prato                        C6-80-044   CASunbrand 409/6B79-166                                                                004
C6-80-045   CAKarl/6B79-2                                                                          002
C6-80-046   CAKarl/6B79-6                          029
C6-80-049   CAKarl/6B80-81                                                                         022
C6-80-050   CAKarl/6B80-84                                                                         002
C6-80-051   CAKarl/6B80-93                         010
C6-80-054   CAKarl/6B80-146                                                                        027
C6-80-055   CAKarl/6B80-153                                                                        023
C6-80-056   CAKarl/6B80-190                        004
C6-80-059   CAKombar/6B80-55                                                                       006
C6-80-060   CAKombar/6B80-81                                                                       019
C6-80-061   CAKombar/6B8                           003
C6-80-064   CAKombar/6B80-119                                                                      051
C6-80-065   CAKombar/6B80-127                                                                      011
C6-80-066   CAKo                                   010
C6-80-069   CAKombar/6B80-205                                                                      019
C6-80-070   CAKombar/6B80-219                                                                      032
C6-80-07                                           043
C6-80-074   CASB400/6B80-55                                                                        024
C6-80-075   CASB400/6B80-81                                                                        019
                                                   045
C6-80-079   CASB400/6B80-127                                                                       006
C6-80-080   CASB400/6B80-142                                                                                                                               006
C6-80-084   CASB400/6B80-205                                                                       047
C6-80-085   CASB400/6B80-219                                                            9/Code X                                                           012
C6-80-089   CASB400//N-87-74/Briggs                                                                019
C6-80-090   CASB400/3/Bumper//Karl/Briggs                                       0-55                                                                       008
C6-80-094   CACode X/6B80-97                                                                       002
C6-80-095   CACode X/6B80-119                                           de X/6B80-205                                                                      039
C6-80-099   CACode X/6B80-219                                                                      011
C6-80-100   CACode X/6B79-53                                    3   MW74-10/6R Hi Ext                                                                      026
C6-80-104   MW74-10/ND1244                                                                         015
C6-80-105   MW74-10/Karl                                C6-80-109   MWBeacon/Bumper                                                                        019
C6-80-110   MWBumper//6B75-1374B1/Beacon                                                           012
C6-80-111   MWBumper/Code X                        035
C6-80-114   MWLarker/Morex                                                                         025
C6-80-115   MWM-33/Morex                                                                           004
C6-80-116   MWMorex/6B77-547                       022
C6-80-119   MWND1311/Morex                                                                         042
C6-80-120   MWNordic/Morex                                                                         013
C6-80-121   MW6B75-1365/M-21//Mo                   036
C6-80-124   MWCode X//6B75-1374B1/Beacon                                                           033
C6-80-125   MWCode X/Valley                                                                        027
C6-80-126   MWCode X/Par                           031
C6-80-129   MWM-31/6R Hi Ext                                                                       030
C6-80-130   MWM-31//6B75-1374B1/Beacon                                                             029
C6-80-131   MWGl                                   016
C6-80-134   MWND1311/6R Hi Ext                                                                     024
C6-80-135   MWValley/ND1311                                                                        004
C6-80-13                                           015
C6-80-139   MW6B80-850/Beacon                                                                      002
C6-80-140   MW6B80-850/Bonanza                                                                     028
                                                   031
C6-80-144   MW6B80-850/Larker                                                                      017
C6-80-145   MW6B80-850/Morex                                                                                                                               016
C6-80-149   MW6B80-850/M-33                                                                        012
C6-80-150   MW6B80-850/M-34                                                                                                                                015
C6-80-154   MW6B80-850/6B75-1329B                                                                  008
C6-80-155   MW6B80-850/6B75-1374B                                               B78-628                                                                    033
C6-80-159   MW6B80-850/6B78-678                                                                    028
C6-80-160   MW6B80-850/6B79-316                                         80-850/6B80-582                                                                    011
C6-80-164   MW6B80-850/6B80-599                                                                    012
C6-80-165   MW6B80-850/6B80-604                                 8   MW6B80-850/6B80-637                                                                    019
C6-80-169   MW6B80-850/6B80-674                                                                    009
C6-80-170   MW6B80-850/6B80-692                         C6-80-173   MW6B80-850/6B80-740                                                                    016
C6-80-174   MW6B80-850/6B80-741                                                                    012
C6-80-175   MW6B80-850/6B80-775                    026
C6-80-178   MW6B80-850/6B80-822                                                                    011
C6-80-179   MW6B80-850/6B80-881                                                                    021
C6-80-180   MW6B80-850/6B80-884                    013
C6-80-183   MW6B80-850//Larker/Morex                                                               011
C6-80-184   MWMorex/Code X                                                                         010
C6-80-185   MWMorex/Dickson                        017
C6-80-188   MWMorex/Park                                                                           014
C6-80-189   MWMorex/ND1244                                                                         017
C6-80-190   MWMorex/ND12                           016
C6-80-193   MWMorex/6B75-1374B                                                                     009
C6-80-194   MWMorex/6B78-628                                                                       017
C6-80-195   MWMo                                   009
C6-80-198   MWMorex/6B80-499                                                                       021
C6-80-199   MWMorex/6B80-528                                                                       011
C6-80-20                                           018
C6-80-203   MWMorex/6B80-692                                                                       012
C6-80-204   MWMorex/6B80-718                                                                       011
                                                   011
C6-80-208   MWMorex/6B80-819                                                                       016
C6-80-209   MWMorex/6B80-890                                                                                                                               012
C6-80-213   MWMorex//74-10/Cree                                                                    012
C6-80-214   MWMorex//Code X/Park                                                                                                                           016
C6-80-218   MWMorex//ND1311/6R Hi Ext                                                              013
C6-80-219   MWBumper/Park                                                       6                                                                          011
C6-80-223   MWBumper/74-10                                                                         010
C6-80-224   MWBumper/6B78-634                                           mper/6B80-499                                                                      014
C6-80-228   MWBumper/6B80-528                                                                      019
C6-80-229   MWBumper/6B80-617                                   2   MWBumper/6B80-726                                                                      023
C6-80-233   MWBumper/6B80-740                                                                      027
C6-80-234   MWBumper/6B80-741                           C6-80-237   MW74-10/Morex                                                                          007
C6-80-238   MW74-10/M-31                                                                           023
C6-80-239   MW74-10/M-34                           002
C6-80-242   MW74-10/6B80-604                                                                       011
C6-80-243   MW74-10/6B80-674                                                                       023
C6-80-244   MW74-10/6B80-692                       028
C6-80-247   MW74-10/6B80-821                                                                       028
C6-80-248   MW74-10/6B80-822                                                                       015
C6-80-249   MW74-10/6B80-881                       017
C6-80-252   MW74-10*2/ND1244                                                                       005
C6-80-253   MWPark/Beacon                                                                          015
C6-80-254   MWPark/Bonan                           035
C6-80-257   MWPark/6B80-528                                                                        008
C6-80-258   MWPark/6B80-598                                                                        011
C6-80-259   MWPa                                   008
C6-80-262   MWPark/6B80-890                                                                        003
C6-80-263   MWPark/6B80-891                                                                        013
C6-80-26                                           016
C6-80-267   MWPark//Code X/Valley                                                                  017
C6-80-268   MWPark//ND1156/Karl                                                                    015
                                                   018
C6-80-272   MWM-36/Park                                                                            026
C6-80-273   MWM-36/Valley                                                                                                                                  005
C6-80-277   MWM-36/6B78-678                                                                        011
C6-80-278   MWM-36/6B80-499                                                                                                                                031
C6-80-282   MWM-36/6B80-674                                                                        014
C6-80-283   MWM-36/6B80-740                                                     891                                                                        003
C6-80-287   MWM-36//Glenn/Karl                                                                     016
C6-80-288   MWM-31/Valley                                               31/6B80-718                                                                        014
C6-80-292   MWM-31/6B80-719                                                                        020
C6-80-293   MWM-31/6B80-726                                     6   MWM-31/6B80-881                                                                        026
C6-80-297   MWM-31/6B80-890                                                                        015
C6-80-298   MWM-31//74-10/ND1244                        C6-80-301   MWM-34/Valley                                                                          006
C6-80-302   MWM-34/M-31                                                                            022
C6-80-303   MWM-34/M-33                            006
C6-80-306   MWM-34/6B80-582                                                                        020
C6-80-307   MWM-34/6B80-598                                                                        013
C6-80-308   MWM-34/6B80-881                        005
C6-80-311   MWCode X/6B80-726                                                                      034
C6-80-312   MWBonanza/Glenn                                                                        019
C6-80-313   MWBonanza/M-34                         015
C6-80-316   MW6B75-1329B/ND1265                                                                    044
C6-80-317   MW6B75-1329B/6B80-304                                                                  011
C6-80-318   MWGlenn/Beac                           005
C6-80-321   MWGlenn/6B80-599                                                                       011
C6-80-322   MWGlenn/6B80-617                                                                       012
C6-80-323   MWCr                                   015
C6-80-326   MWValley/Dickson                                                                       015
C6-80-327   MWValley/6B80-692                                                                      015
C6-80-32                                           010
C6-80-331   MWND1244/ND1156                                                                        015
C6-80-332   MWND1265/ND1156                                                                        015
                                                   012
C6-80-336   MW6B80-499/6B80-528                                                                    004
C6-80-337   MW6B80-604/6B80-674                                                                                                                            022
C6-80-341   MW6B80-604/6B80-726                                                                    026
C6-80-342   MW6B80-637/6B80-740                                                                                                                            023
C6-80-346   MW6B80-674/6B80-598                                                                    014
C6-80-347   MW6B80-674/6B80-881                                                 B80-674                                                                    011
C6-80-351   MW6B80-692/6B80-881                                                                    009
C6-80-352   MW6B80-718//74-10/Code X                                    80-718/6B80-582                                                                    024
C6-80-356   MW6B80-718/6B80-598                                                                    018
C6-80-357   MW6B80-718/6B80-674                                 0   MW6B80-719/6B80-582                                                                    015
C6-80-361   MW6B80-719/6B80-598                                                                    011
C6-80-362   MW6B80-719/6B80-718                         C6-80-365   MW6B80-719/6B80-822                                                                    013
C6-80-366   MW6B80-719/6B80-881                                                                    012
C6-80-367   MW6B80-719/6B80-884                    015
C6-80-370   MW6B80-726/3/Beacon//6B75-1374B1/Beacon                                                010
C6-80-371   MW6B80-726/6B80-582                                                                    021
C6-80-372   MW6B80-726/6B80-692                    007
C6-80-375   MW6B80-822/M-31                                                                        007
C6-80-376   MW6B80-726/6B80-598                                                                    011
C6-80-377   MW6B80-582/6B80-598                    012
C6-80-380   MWBumper//Glenn/Karl                                                                   007
C6-80-381   MWBumper//Park/74-10                                                                   020
C6-80-382   MWBumper//74                           016
C6-80-385   MW6B80-740/6B80-617                                                                    015
C6-80-386   MW6B80-741/6B80-617                                                                    014
C6-80-601   IM6B                                   009
C6-80-604   IM6B78-10/Morex                                                                        001
C6-80-605   IM6B78-13/Morex                                                                        008
C6-80-60                                           021
C6-80-609   IM6B78-9//Morex/6B78-13                                                                024
C6-80-610   IM6B78-9//Morex/6B78-17                                                                018
                                                   010
C6-80-614   IM6B78-10/C2-74-41-5-2                                                                 002
C6-80-615   IM6B78-13//Karl/6B78-10                                                                                                                        008
C6-80-619   IMAdvance/6B78-13                                                                      010
C6-80-620   IMAdvance/6B78-17                                                                                                                              009
C6-80-624   IMKarl/6B76-181A                                                                       011
C6-80-625   IMKarl/6B78-825                                                     6B78-13                                                                    007
C6-80-629   IM6R Hi Ext/6B78-17                                                                    013
C6-80-630   IM6B79-9/Morex                                              78-25/Advance                                                                      011
C6-80-634   IM6B78-25/6B76-181A                                                                    008
C6-80-635   IM6B78-25/6B76-22A                                  1   CNBonanza/BT429                                                                        034
C6-80-702   CNBonanza/6R Hi Ext                                                                    029
C6-80-703   CNJohnston/Bonanza                          C6-80-706   CNBT618/Bonanza                                                                        028
C6-80-707   CNBumper/Bonanza                                                                       017
C6-80-708   CNCode X/6B76-1329B                    036
C6-80-711   CN6B77-824C/Code X                                                                     010
C6-80-712   CNMorex/BT120                                                                          039
C6-80-713   CNMorex/BT429                          019
C6-80-716   CNBT431/Morex                                                                          037
C6-80-717   CNBT336/Melvin                                                                         015
C6-80-718   CNBT431/Melvin                         029
C6-80-721   CNJohnston/Perth                                                                       016
C6-80-722   CNBT507/Perth                                                                          023
C6-80-723   CNJohnston/B                           000
C6-80-726   CN6B76-709E//Klondike/Bonanza                                                          012
C6-80-727   CN6B79-709E//6B75-1374B1/Beacon                                                        016
C6-80-728   CN6B                                   012
C6-80-731   CNBT657/BT120                                                                          014
C6-80-732   CNBT658/BT120                                                                          007
C6-80-73                                           017
C6-80-736   CN6B75-1329B/3/Manker//Morex/74-10                                                     015
C6-80-737   CN6B75-1329B/6B80-227                                                                  017
                                                   004
C6-80-741   CN6B75-1329B/6B80-313                                                                  004
C6-80-742   CN6B75-1329B/6B80-323                                                                                                                          005
C6-80-746   CNND1156/BT120                                                                         013
C6-80-747   CNND1156/BT347                                                                                                                                 010
C6-80-751   CNND1156/6B80-305                                                                      015
C6-80-752   CNND1156/6B80-345                                                   18                                                                         017
C6-80-756   CNB120//Manker/Steptoe                                                                 015
C6-80-757   CNBT120/ND1265                                              2470/6B80-302                                                                      015
C6-80-761   CNND2470/6B80-304                                                                      010
C6-80-762   CNND2470/6B80-305                                   5   CN6B79-709E/BT120                                                                      005
C6-80-766   CN6B79-709E/BT618                                                                      011
C6-80-767   CN6B79-709E/ND1244                          C6-80-770   CNBT123//Manker/Steptoe                                                                009
C6-80-771   CNBT346/6B76-824B                                                                      008
C6-80-772   CNBT618/6B76-824B                      004
C6-80-775   CNKlondike/Steptoe                                                                     007
C6-80-776   CNKlondike/6B76-709E                                                                   015
C6-80-777   CNKlondike/ND1156                      009
C6-80-780   CNMelvin/6B76-709E                                                                     002
C6-80-781   CNMelvin/ND1156                                                                        013
C6-80-782   CNMorex//Manker/Step                   016
C6-80-785   CNBonanza/6B80-305                                                                     012
C6-80-786   CNMorex//Glenn/6B75-1374                                                               008
C6-81-001   CACode X/M-3                           019
C6-81-004   CACode X/Kombar                                                                        032
C6-81-005   CACode X/Kombyne                                                                       007
C6-81-006   CACo                                   010
C6-81-009   CAMorex/6B80-53                                                                        005
C6-81-010   CAMorex/6B80-55                                                                        041
C6-81-01                                           039
C6-81-014   CAMorex/6B80-97                                                                        009
C6-81-015   CAMorex/6B80-119                                                                       025
                                                   050
C6-81-019   CAMorex/6B80-153                                                                       030
C6-81-020   CAMorex/6B80-205                                                                                                                               011
C6-81-024   CAMorex/UC566                                                                          008
C6-81-025   CAMorex/SB409                                                                                                                                  011
C6-81-029   CAMorex/6B79-3                                                                         017
C6-81-030   CAMorex/Kombyne                                                     80-18                                                                      023
C6-81-034   CAKombyne/6B80-81                                                                      016
C6-81-035   CAKombyne/6B80-84                                           mbyne/6B80-119                                                                     014
C6-81-039   CAKombyne/6B80-127                                                                     011
C6-81-040   CAKombyne/6B80-142                                  3   CAKombyne/6B79-2                                                                       002
C6-81-044   CAKombyne/6B79-6                                                                       022
C6-81-045   CAKombyne/6B79-29                           C6-81-048   CAKombyne/SB409                                                                        003
C6-81-049   CAGus/6B79-6                                                                           028
C6-81-050   CAGus/6B80-18                          012
C6-81-053   CAGus/6B80-97                                                                          012
C6-81-054   CAGus/6B80-205                                                                         029
C6-81-055   CAGus/6B80-219                         028
C6-81-058   CAGus/Briggs                                                                           005
C6-81-059   CASB409/6B79-6                                                                         012
C6-81-060   CASB409/6B80-55                        011
C6-81-063   CASB409/6B80-190                                                                       012
C6-81-064   CAPoco/Morex                                                                           009
C6-81-065   CAPoco/6B80-                           003
C6-81-068   CAPoco/SB409                                                                           008
